没有	4.189780841986464
难耐	7.969414659368865
看到	4.774831527069709
跳舞	7.013903214341428
在	2.290608170782841
妳	5.94126641207658
的	1.3279714271023162
，	1.2178454635760565
亲爱的	7.78709310257491
我	1.9168550129010717
。	1.3298002976316732
特技	8.192558210683075
摩尔人	8.88570539124302
※	7.0939459220149645
但	4.081684346509763
飞翔	8.192558210683075
圣马可广场	8.480240283134854
天使	7.499411030123129
孤独	7.0939459220149645
都	3.0911685533183544
…	3.8262799329773323
难道	6.487810118444649
你	3.017821905906392
不	2.5149486103308965
算数	8.192558210683075
记忆	5.535801303968415
阻拦	8.480240283134854
那时候	6.082345010336485
蓝	6.246648061627761
干净	6.745639227746749
并	4.56157273498804
大海	7.969414659368865
堡	8.88570539124302
般	7.0939459220149645
未有	7.499411030123129
得	3.1363124053347664
雪	7.78709310257491
其	5.160011964006367
一	2.580342929552364
阳光	5.330357329753606
热	6.113116669003238
白	5.608560658250843
空气	6.583120298248974
傻傻	8.480240283134854
积乱	8.88570539124302
特	7.969414659368865
人	2.962787386670148
不觉	7.78709310257491
多	4.162752169598544
好	3.432523314134068
知	4.554972050956689
半点	7.013903214341428
想	3.5529865979776507
从没	6.806263849563184
远处	6.9397952421877065
下午	5.707651560895075
让	4.385895720912755
砌成	8.88570539124302
那	3.2817432518690297
中暑	8.88570539124302
遮荫	8.480240283134854
何去何从	8.480240283134854
念	5.666829566374819
起码	6.400798741455019
显得	6.113116669003238
穿过	6.688480813906801
天空	5.794662937884704
因此	4.833920443439715
夏天	5.535801303968415
格外	7.381627994466746
迹象	7.78709310257491
老	3.969380776618005
奇怪	5.274787478598795
了	2.1517084383943494
就	2.9042911799885394
强烈	6.745639227746749
处	5.535801303968415
也	2.847834471320882
无	5.046253078649709
去	3.42187358621741
站	5.518409561256545
着	2.953460203795009
云	6.443358355873816
愿意	5.647026939078639
落	6.534330134079542
如	4.833920443439715
人们	5.889973117689029
体液	8.192558210683075
和	2.9954433496442006
泪水	7.0939459220149645
清新	7.969414659368865
比较	5.9679346591587406
要	3.380373855310657
它	4.285547747078473
随	6.320756033781483
花露	8.88570539124302
分	6.023504510313551
往往	5.995333633346855
爱人	8.192558210683075
为了	5.589868525238691
肯	6.634413592636525
天真	7.180957299004595
信念	8.192558210683075
赴死	8.88570539124302
非常	5.451718186757874
单纯	7.632942422747652
单一	8.88570539124302
于	5.184403417130526
舍身	8.88570539124302
或	3.8199507979256846
党派	8.480240283134854
建	6.583120298248974
炒	7.78709310257491
开路	7.969414659368865
得以	6.745639227746749
土地	6.246648061627761
商品化	8.88570539124302
地皮	8.88570539124302
尚未	7.180957299004595
特别	6.400798741455019
竞	8.88570539124302
因	5.8176524561094025
没	3.823110358216053
树	5.090216202070826
高大	7.180957299004595
而	3.9730505055069676
绿	5.794662937884704
雨林	8.480240283134854
国家	6.359976746934764
赤道	8.192558210683075
存活	8.192558210683075
像	3.810531576009193
大肆	8.192558210683075
汹涌	8.88570539124302
速食店	8.192558210683075
鲜有	8.192558210683075
走	4.31616238289808
白老鼠	8.88570539124302
人潮	7.632942422747652
少	6.113116669003238
游荡	7.632942422747652
